user_id,music_id,grade,created_at
5,1322,4.5,2022-11-04 10:14:49.173067
5,663,2.0,2022-11-04 10:14:49.173067
5,908,1.0,2022-11-04 10:14:49.173067
5,1297,2.5,2022-11-04 10:14:49.173067
5,763,2.5,2022-11-04 10:14:49.173067
5,1028,5.0,2022-11-04 10:14:49.173067
5,1102,5.0,2022-11-04 10:14:49.173067
5,471,2.0,2022-11-04 10:14:49.173067
5,791,1.0,2022-11-04 10:14:49.173067
5,1079,4.5,2022-11-04 10:14:49.173067
5,276,1.0,2022-11-04 10:14:49.173067
5,450,2.0,2022-11-04 10:14:49.173067
6,598,2.0,2022-11-04 10:14:49.173067
6,761,1.5,2022-11-04 10:14:49.173067
6,49,1.5,2022-11-04 10:14:49.173067
6,296,1.0,2022-11-04 10:14:49.173067
6,611,2.0,2022-11-04 10:14:49.173067
6,180,3.5,2022-11-04 10:14:49.173067
6,789,4.0,2022-11-04 10:14:49.173067
6,35,3.5,2022-11-04 10:14:49.173067
6,241,1.5,2022-11-04 10:14:49.173067
6,1109,4.0,2022-11-04 10:14:49.173067
6,604,3.0,2022-11-04 10:14:49.173067
6,358,4.5,2022-11-04 10:14:49.173067
6,1432,1.0,2022-11-04 10:14:49.173067
6,1043,1.0,2022-11-04 10:14:49.173067
6,385,2.5,2022-11-04 10:14:49.173067
6,871,3.5,2022-11-04 10:14:49.173067
6,169,3.5,2022-11-04 10:14:49.173067
7,1416,4.0,2022-11-04 10:14:49.173067
7,581,3.0,2022-11-04 10:14:49.173067
7,176,2.0,2022-11-04 10:14:49.173067
7,1363,2.5,2022-11-04 10:14:49.173067
7,1062,4.5,2022-11-04 10:14:49.173067
7,1119,4.0,2022-11-04 10:14:49.173067
7,362,4.5,2022-11-04 10:14:49.173067
7,1000,3.0,2022-11-04 10:14:49.173067
7,54,1.5,2022-11-04 10:14:49.173067
7,1159,1.0,2022-11-04 10:14:49.173067
7,131,2.5,2022-11-04 10:14:49.173067
8,263,4.5,2022-11-04 10:14:49.173067
8,126,2.0,2022-11-04 10:14:49.173067
8,68,2.0,2022-11-04 10:14:49.173067
8,826,5.0,2022-11-04 10:14:49.173067
8,1378,1.5,2022-11-04 10:14:49.173067
8,932,1.5,2022-11-04 10:14:49.173067
8,1045,4.0,2022-11-04 10:14:49.173067
8,1252,2.0,2022-11-04 10:14:49.173067
8,14,2.0,2022-11-04 10:14:49.173067
8,1086,3.5,2022-11-04 10:14:49.173067
8,320,1.0,2022-11-04 10:14:49.173067
9,234,2.0,2022-11-04 10:14:49.173067
9,488,1.0,2022-11-04 10:14:49.173067
9,720,1.5,2022-11-04 10:14:49.173067
9,142,4.5,2022-11-04 10:14:49.173067
9,1195,1.5,2022-11-04 10:14:49.173067
9,235,3.0,2022-11-04 10:14:49.173067
9,432,3.0,2022-11-04 10:14:49.173067
9,1139,2.5,2022-11-04 10:14:49.173067
9,922,2.5,2022-11-04 10:14:49.173067
9,758,3.5,2022-11-04 10:14:49.173067
9,299,3.0,2022-11-04 10:14:49.173067
9,910,2.5,2022-11-04 10:14:49.173067
10,203,1.5,2022-11-04 10:14:49.173067
10,474,5.0,2022-11-04 10:14:49.173067
10,265,3.0,2022-11-04 10:14:49.173067
10,364,4.5,2022-11-04 10:14:49.173067
10,579,1.5,2022-11-04 10:14:49.173067
10,60,5.0,2022-11-04 10:14:49.173067
10,524,1.5,2022-11-04 10:14:49.173067
10,358,3.0,2022-11-04 10:14:49.173067
10,1004,2.0,2022-11-04 10:14:49.173067
10,639,3.0,2022-11-04 10:14:49.173067
10,1008,2.5,2022-11-04 10:14:49.173067
10,585,4.0,2022-11-04 10:14:49.173067
10,527,4.0,2022-11-04 10:14:49.173067
10,402,2.0,2022-11-04 10:14:49.173067
11,1230,2.5,2022-11-04 10:14:49.173067
11,30,1.0,2022-11-04 10:14:49.173067
11,1015,3.5,2022-11-04 10:14:49.173067
11,679,3.0,2022-11-04 10:14:49.173067
11,49,1.0,2022-11-04 10:14:49.173067
11,1229,1.0,2022-11-04 10:14:49.173067
11,10,1.0,2022-11-04 10:14:49.173067
11,680,1.5,2022-11-04 10:14:49.173067
11,672,4.5,2022-11-04 10:14:49.173067
11,364,2.0,2022-11-04 10:14:49.173067
11,740,1.5,2022-11-04 10:14:49.173067
11,522,2.5,2022-11-04 10:14:49.173067
11,1424,1.0,2022-11-04 10:14:49.173067
11,979,1.0,2022-11-04 10:14:49.173067
11,124,1.5,2022-11-04 10:14:49.173067
11,1431,5.0,2022-11-04 10:14:49.173067
11,167,2.5,2022-11-04 10:14:49.173067
12,1433,4.0,2022-11-04 10:14:49.173067
12,809,3.0,2022-11-04 10:14:49.173067
12,194,1.0,2022-11-04 10:14:49.173067
12,519,3.0,2022-11-04 10:14:49.173067
12,667,2.0,2022-11-04 10:14:49.173067
12,1313,5.0,2022-11-04 10:14:49.173067
12,496,4.5,2022-11-04 10:14:49.173067
12,398,2.0,2022-11-04 10:14:49.173067
12,1278,5.0,2022-11-04 10:14:49.173067
12,410,2.5,2022-11-04 10:14:49.173067
12,928,5.0,2022-11-04 10:14:49.173067
12,301,4.0,2022-11-04 10:14:49.173067
12,679,1.5,2022-11-04 10:14:49.173067
12,1190,3.5,2022-11-04 10:14:49.173067
12,603,3.0,2022-11-04 10:14:49.173067
12,793,5.0,2022-11-04 10:14:49.173067
12,127,3.5,2022-11-04 10:14:49.173067
12,873,4.0,2022-11-04 10:14:49.173067
12,153,1.0,2022-11-04 10:14:49.173067
13,1185,1.5,2022-11-04 10:14:49.173067
13,334,2.5,2022-11-04 10:14:49.173067
13,123,2.0,2022-11-04 10:14:49.173067
13,863,1.0,2022-11-04 10:14:49.173067
13,1127,5.0,2022-11-04 10:14:49.173067
13,279,2.0,2022-11-04 10:14:49.173067
13,785,3.5,2022-11-04 10:14:49.173067
13,914,4.5,2022-11-04 10:14:49.173067
13,1264,1.0,2022-11-04 10:14:49.173067
13,800,2.5,2022-11-04 10:14:49.173067
13,1393,4.5,2022-11-04 10:14:49.173067
13,826,5.0,2022-11-04 10:14:49.173067
13,1433,5.0,2022-11-04 10:14:49.173067
13,801,4.0,2022-11-04 10:14:49.173067
13,279,3.0,2022-11-04 10:14:49.173067
13,164,1.0,2022-11-04 10:14:49.173067
13,1426,4.0,2022-11-04 10:14:49.173067
13,1359,1.0,2022-11-04 10:14:49.173067
13,1051,4.0,2022-11-04 10:14:49.173067
14,1016,1.0,2022-11-04 10:14:49.173067
14,1026,5.0,2022-11-04 10:14:49.173067
14,424,3.0,2022-11-04 10:14:49.173067
14,542,4.5,2022-11-04 10:14:49.173067
14,392,3.0,2022-11-04 10:14:49.173067
14,193,2.5,2022-11-04 10:14:49.173067
14,752,1.5,2022-11-04 10:14:49.173067
14,119,1.0,2022-11-04 10:14:49.173067
14,872,5.0,2022-11-04 10:14:49.173067
14,1021,3.5,2022-11-04 10:14:49.173067
15,1190,1.0,2022-11-04 10:14:49.173067
15,1005,4.0,2022-11-04 10:14:49.173067
15,455,4.5,2022-11-04 10:14:49.173067
15,864,3.0,2022-11-04 10:14:49.173067
15,64,2.0,2022-11-04 10:14:49.173067
15,1219,1.0,2022-11-04 10:14:49.173067
15,573,3.0,2022-11-04 10:14:49.173067
15,606,5.0,2022-11-04 10:14:49.173067
15,882,2.5,2022-11-04 10:14:49.173067
15,520,5.0,2022-11-04 10:14:49.173067
15,133,3.0,2022-11-04 10:14:49.173067
15,104,3.5,2022-11-04 10:14:49.173067
15,803,3.5,2022-11-04 10:14:49.173067
15,1321,5.0,2022-11-04 10:14:49.173067
15,1180,4.0,2022-11-04 10:14:49.173067
15,630,4.0,2022-11-04 10:14:49.173067
15,1201,4.5,2022-11-04 10:14:49.173067
16,970,5.0,2022-11-04 10:14:49.173067
16,212,4.0,2022-11-04 10:14:49.173067
16,104,1.5,2022-11-04 10:14:49.173067
16,894,2.0,2022-11-04 10:14:49.173067
16,1197,4.0,2022-11-04 10:14:49.173067
16,548,5.0,2022-11-04 10:14:49.173067
16,938,3.5,2022-11-04 10:14:49.173067
16,604,2.0,2022-11-04 10:14:49.173067
16,136,2.5,2022-11-04 10:14:49.173067
16,650,4.5,2022-11-04 10:14:49.173067
17,281,2.5,2022-11-04 10:14:49.173067
17,402,4.0,2022-11-04 10:14:49.173067
17,1053,4.0,2022-11-04 10:14:49.173067
17,432,4.0,2022-11-04 10:14:49.173067
17,413,4.0,2022-11-04 10:14:49.173067
17,35,1.5,2022-11-04 10:14:49.173067
17,133,4.5,2022-11-04 10:14:49.173067
17,948,4.0,2022-11-04 10:14:49.173067
17,707,1.5,2022-11-04 10:14:49.173067
17,375,4.5,2022-11-04 10:14:49.173067
17,709,1.5,2022-11-04 10:14:49.173067
17,764,2.0,2022-11-04 10:14:49.173067
17,930,1.0,2022-11-04 10:14:49.173067
17,416,4.0,2022-11-04 10:14:49.173067
17,1379,3.5,2022-11-04 10:14:49.173067
17,442,1.5,2022-11-04 10:14:49.173067
17,817,5.0,2022-11-04 10:14:49.173067
18,230,5.0,2022-11-04 10:14:49.173067
18,826,1.0,2022-11-04 10:14:49.173067
18,1016,3.0,2022-11-04 10:14:49.173067
18,797,1.5,2022-11-04 10:14:49.173067
18,889,3.5,2022-11-04 10:14:49.173067
18,1304,3.0,2022-11-04 10:14:49.173067
18,603,5.0,2022-11-04 10:14:49.173067
18,247,3.5,2022-11-04 10:14:49.173067
18,309,1.5,2022-11-04 10:14:49.173067
18,879,2.5,2022-11-04 10:14:49.173067
18,857,4.0,2022-11-04 10:14:49.173067
18,527,5.0,2022-11-04 10:14:49.173067
18,234,1.0,2022-11-04 10:14:49.173067
18,133,3.5,2022-11-04 10:14:49.173067
18,134,3.0,2022-11-04 10:14:49.173067
18,603,2.0,2022-11-04 10:14:49.173067
18,877,1.0,2022-11-04 10:14:49.173067
18,888,2.0,2022-11-04 10:14:49.173067
19,375,4.5,2022-11-04 10:14:49.173067
19,1152,3.5,2022-11-04 10:14:49.173067
19,1443,2.5,2022-11-04 10:14:49.173067
19,815,4.0,2022-11-04 10:14:49.173067
19,621,3.0,2022-11-04 10:14:49.173067
19,1328,2.0,2022-11-04 10:14:49.173067
19,269,1.0,2022-11-04 10:14:49.173067
19,1156,4.5,2022-11-04 10:14:49.173067
19,32,5.0,2022-11-04 10:14:49.173067
19,593,1.5,2022-11-04 10:14:49.173067
19,573,1.5,2022-11-04 10:14:49.173067
19,732,2.0,2022-11-04 10:14:49.173067
19,1262,2.5,2022-11-04 10:14:49.173067
19,642,3.5,2022-11-04 10:14:49.173067
19,671,4.0,2022-11-04 10:14:49.173067
19,1174,4.5,2022-11-04 10:14:49.173067
20,993,4.0,2022-11-04 10:14:49.173067
20,938,1.5,2022-11-04 10:14:49.173067
20,1141,1.5,2022-11-04 10:14:49.173067
20,844,4.0,2022-11-04 10:14:49.173067
20,970,3.5,2022-11-04 10:14:49.173067
20,120,3.5,2022-11-04 10:14:49.173067
20,1135,2.0,2022-11-04 10:14:49.173067
20,543,5.0,2022-11-04 10:14:49.173067
20,193,3.0,2022-11-04 10:14:49.173067
20,242,3.5,2022-11-04 10:14:49.173067
20,1370,3.0,2022-11-04 10:14:49.173067
21,460,1.0,2022-11-04 10:14:49.173067
21,339,4.5,2022-11-04 10:14:49.173067
21,499,3.0,2022-11-04 10:14:49.173067
21,1093,3.0,2022-11-04 10:14:49.173067
21,37,2.0,2022-11-04 10:14:49.173067
21,1426,4.0,2022-11-04 10:14:49.173067
21,679,4.5,2022-11-04 10:14:49.173067
21,582,5.0,2022-11-04 10:14:49.173067
21,1027,3.5,2022-11-04 10:14:49.173067
21,220,3.0,2022-11-04 10:14:49.173067
21,809,1.5,2022-11-04 10:14:49.173067
21,278,5.0,2022-11-04 10:14:49.173067
21,1272,5.0,2022-11-04 10:14:49.173067
21,197,1.0,2022-11-04 10:14:49.173067
21,104,3.0,2022-11-04 10:14:49.173067
22,236,2.5,2022-11-04 10:14:49.173067
22,546,1.5,2022-11-04 10:14:49.173067
22,706,1.0,2022-11-04 10:14:49.173067
22,504,1.5,2022-11-04 10:14:49.173067
22,790,1.0,2022-11-04 10:14:49.173067
22,286,2.0,2022-11-04 10:14:49.173067
22,1248,2.0,2022-11-04 10:14:49.173067
22,682,1.5,2022-11-04 10:14:49.173067
22,117,2.5,2022-11-04 10:14:49.173067
22,223,4.5,2022-11-04 10:14:49.173067
22,672,3.0,2022-11-04 10:14:49.173067
22,1133,2.5,2022-11-04 10:14:49.173067
22,172,3.5,2022-11-04 10:14:49.173067
22,856,4.5,2022-11-04 10:14:49.173067
22,724,3.0,2022-11-04 10:14:49.173067
22,173,5.0,2022-11-04 10:14:49.173067
23,1180,4.5,2022-11-04 10:14:49.173067
23,208,5.0,2022-11-04 10:14:49.173067
23,607,4.5,2022-11-04 10:14:49.173067
23,791,4.5,2022-11-04 10:14:49.173067
23,1322,4.0,2022-11-04 10:14:49.173067
23,1429,2.0,2022-11-04 10:14:49.173067
23,595,2.0,2022-11-04 10:14:49.173067
23,1128,4.5,2022-11-04 10:14:49.173067
23,1334,1.0,2022-11-04 10:14:49.173067
23,156,1.0,2022-11-04 10:14:49.173067
23,766,1.5,2022-11-04 10:14:49.173067
24,1009,5.0,2022-11-04 10:14:49.173067
24,469,5.0,2022-11-04 10:14:49.173067
24,1157,4.5,2022-11-04 10:14:49.173067
24,1064,3.5,2022-11-04 10:14:49.173067
24,326,3.0,2022-11-04 10:14:49.173067
24,1419,1.5,2022-11-04 10:14:49.173067
24,393,4.5,2022-11-04 10:14:49.173067
24,1163,1.5,2022-11-04 10:14:49.173067
24,1343,3.0,2022-11-04 10:14:49.173067
24,1393,3.0,2022-11-04 10:14:49.173067
25,959,4.5,2022-11-04 10:14:49.173067
25,168,2.0,2022-11-04 10:14:49.173067
25,551,4.0,2022-11-04 10:14:49.173067
25,819,2.5,2022-11-04 10:14:49.173067
25,642,3.5,2022-11-04 10:14:49.173067
25,373,4.0,2022-11-04 10:14:49.173067
25,780,3.0,2022-11-04 10:14:49.173067
25,409,1.5,2022-11-04 10:14:49.173067
25,458,3.5,2022-11-04 10:14:49.173067
25,1401,2.5,2022-11-04 10:14:49.173067
25,557,1.5,2022-11-04 10:14:49.173067
25,278,2.0,2022-11-04 10:14:49.173067
25,21,2.5,2022-11-04 10:14:49.173067
25,309,3.5,2022-11-04 10:14:49.173067
25,1218,5.0,2022-11-04 10:14:49.173067
26,527,4.0,2022-11-04 10:14:49.173067
26,459,4.5,2022-11-04 10:14:49.173067
26,1080,2.0,2022-11-04 10:14:49.173067
26,215,1.5,2022-11-04 10:14:49.173067
26,621,1.5,2022-11-04 10:14:49.173067
26,427,1.5,2022-11-04 10:14:49.173067
26,1396,2.0,2022-11-04 10:14:49.173067
26,928,2.0,2022-11-04 10:14:49.173067
26,886,5.0,2022-11-04 10:14:49.173067
26,1337,2.0,2022-11-04 10:14:49.173067
26,229,1.5,2022-11-04 10:14:49.173067
26,1077,4.5,2022-11-04 10:14:49.173067
26,906,4.0,2022-11-04 10:14:49.173067
26,80,2.5,2022-11-04 10:14:49.173067
27,418,1.5,2022-11-04 10:14:49.173067
27,1296,4.5,2022-11-04 10:14:49.173067
27,1275,4.5,2022-11-04 10:14:49.173067
27,337,4.5,2022-11-04 10:14:49.173067
27,175,3.5,2022-11-04 10:14:49.173067
27,180,1.0,2022-11-04 10:14:49.173067
27,197,2.5,2022-11-04 10:14:49.173067
27,80,3.5,2022-11-04 10:14:49.173067
27,15,3.5,2022-11-04 10:14:49.173067
27,245,2.5,2022-11-04 10:14:49.173067
27,455,3.5,2022-11-04 10:14:49.173067
27,278,2.5,2022-11-04 10:14:49.173067
28,254,2.0,2022-11-04 10:14:49.173067
28,118,4.5,2022-11-04 10:14:49.173067
28,148,2.0,2022-11-04 10:14:49.173067
28,177,4.5,2022-11-04 10:14:49.173067
28,269,5.0,2022-11-04 10:14:49.173067
28,1295,4.0,2022-11-04 10:14:49.173067
28,1303,2.5,2022-11-04 10:14:49.173067
28,401,3.5,2022-11-04 10:14:49.173067
28,1023,4.0,2022-11-04 10:14:49.173067
28,1321,2.5,2022-11-04 10:14:49.173067
28,1258,5.0,2022-11-04 10:14:49.173067
28,86,1.5,2022-11-04 10:14:49.173067
28,1334,2.0,2022-11-04 10:14:49.173067
28,1081,4.5,2022-11-04 10:14:49.173067
29,882,2.5,2022-11-04 10:14:49.173067
29,1290,3.5,2022-11-04 10:14:49.173067
29,1193,2.5,2022-11-04 10:14:49.173067
29,47,1.0,2022-11-04 10:14:49.173067
29,222,3.5,2022-11-04 10:14:49.173067
29,127,3.0,2022-11-04 10:14:49.173067
29,1244,2.0,2022-11-04 10:14:49.173067
29,274,4.5,2022-11-04 10:14:49.173067
29,390,3.0,2022-11-04 10:14:49.173067
29,1261,4.0,2022-11-04 10:14:49.173067
29,978,5.0,2022-11-04 10:14:49.173067
29,1123,3.0,2022-11-04 10:14:49.173067
29,520,4.0,2022-11-04 10:14:49.173067
29,499,4.5,2022-11-04 10:14:49.173067
29,1105,5.0,2022-11-04 10:14:49.173067
29,1107,3.0,2022-11-04 10:14:49.173067
30,1087,1.5,2022-11-04 10:14:49.173067
30,66,1.5,2022-11-04 10:14:49.173067
30,570,1.5,2022-11-04 10:14:49.173067
30,114,3.5,2022-11-04 10:14:49.173067
30,62,4.5,2022-11-04 10:14:49.173067
30,767,3.5,2022-11-04 10:14:49.173067
30,1326,2.0,2022-11-04 10:14:49.173067
30,149,1.0,2022-11-04 10:14:49.173067
30,797,2.5,2022-11-04 10:14:49.173067
30,1361,5.0,2022-11-04 10:14:49.173067
30,18,2.5,2022-11-04 10:14:49.173067
30,403,4.0,2022-11-04 10:14:49.173067
30,810,1.5,2022-11-04 10:14:49.173067
31,1118,1.0,2022-11-04 10:14:49.173067
31,787,3.0,2022-11-04 10:14:49.173067
31,532,3.5,2022-11-04 10:14:49.173067
31,51,3.5,2022-11-04 10:14:49.173067
31,952,3.0,2022-11-04 10:14:49.173067
31,816,3.5,2022-11-04 10:14:49.173067
31,675,2.0,2022-11-04 10:14:49.173067
31,1157,5.0,2022-11-04 10:14:49.173067
31,182,1.5,2022-11-04 10:14:49.173067
31,879,2.0,2022-11-04 10:14:49.173067
31,1046,5.0,2022-11-04 10:14:49.173067
31,860,1.0,2022-11-04 10:14:49.173067
31,722,4.5,2022-11-04 10:14:49.173067
31,937,3.5,2022-11-04 10:14:49.173067
31,633,4.0,2022-11-04 10:14:49.173067
32,46,3.0,2022-11-04 10:14:49.173067
32,395,1.5,2022-11-04 10:14:49.173067
32,338,4.5,2022-11-04 10:14:49.173067
32,309,4.0,2022-11-04 10:14:49.173067
32,1185,4.5,2022-11-04 10:14:49.173067
32,1175,2.0,2022-11-04 10:14:49.173067
32,1364,1.5,2022-11-04 10:14:49.173067
32,689,2.5,2022-11-04 10:14:49.173067
32,924,1.0,2022-11-04 10:14:49.173067
32,466,5.0,2022-11-04 10:14:49.173067
32,884,2.5,2022-11-04 10:14:49.173067
32,662,2.5,2022-11-04 10:14:49.173067
32,659,1.5,2022-11-04 10:14:49.173067
32,183,3.0,2022-11-04 10:14:49.173067
32,45,3.0,2022-11-04 10:14:49.173067
32,205,4.5,2022-11-04 10:14:49.173067
32,1155,4.5,2022-11-04 10:14:49.173067
32,1274,3.0,2022-11-04 10:14:49.173067
33,1087,4.0,2022-11-04 10:14:49.173067
33,1208,2.0,2022-11-04 10:14:49.173067
33,159,5.0,2022-11-04 10:14:49.173067
33,1183,1.5,2022-11-04 10:14:49.173067
33,336,1.5,2022-11-04 10:14:49.173067
33,316,1.5,2022-11-04 10:14:49.173067
33,761,4.0,2022-11-04 10:14:49.173067
33,1299,1.5,2022-11-04 10:14:49.173067
33,853,2.5,2022-11-04 10:14:49.173067
33,905,2.5,2022-11-04 10:14:49.173067
33,588,5.0,2022-11-04 10:14:49.173067
33,1065,2.0,2022-11-04 10:14:49.173067
33,780,4.0,2022-11-04 10:14:49.173067
33,800,2.0,2022-11-04 10:14:49.173067
34,1143,1.5,2022-11-04 10:14:49.173067
34,1272,3.0,2022-11-04 10:14:49.173067
34,547,4.0,2022-11-04 10:14:49.173067
34,990,5.0,2022-11-04 10:14:49.173067
34,675,2.0,2022-11-04 10:14:49.173067
34,879,3.0,2022-11-04 10:14:49.173067
34,722,3.5,2022-11-04 10:14:49.173067
34,493,2.5,2022-11-04 10:14:49.173067
34,439,3.0,2022-11-04 10:14:49.173067
34,1405,4.5,2022-11-04 10:14:49.173067
34,1383,4.0,2022-11-04 10:14:49.173067
34,236,2.5,2022-11-04 10:14:49.173067
34,743,5.0,2022-11-04 10:14:49.173067
34,130,2.5,2022-11-04 10:14:49.173067
35,943,3.0,2022-11-04 10:14:49.173067
35,816,2.0,2022-11-04 10:14:49.173067
35,458,2.0,2022-11-04 10:14:49.173067
35,1066,4.0,2022-11-04 10:14:49.173067
35,288,2.0,2022-11-04 10:14:49.173067
35,557,3.5,2022-11-04 10:14:49.173067
35,940,1.5,2022-11-04 10:14:49.173067
35,963,4.0,2022-11-04 10:14:49.173067
35,376,3.0,2022-11-04 10:14:49.173067
35,141,5.0,2022-11-04 10:14:49.173067
35,249,3.5,2022-11-04 10:14:49.173067
35,1078,4.0,2022-11-04 10:14:49.173067
35,548,4.0,2022-11-04 10:14:49.173067
35,911,3.5,2022-11-04 10:14:49.173067
36,915,1.5,2022-11-04 10:14:49.173067
36,882,1.0,2022-11-04 10:14:49.173067
36,15,4.5,2022-11-04 10:14:49.173067
36,877,5.0,2022-11-04 10:14:49.173067
36,505,2.0,2022-11-04 10:14:49.173067
36,189,4.0,2022-11-04 10:14:49.173067
36,944,3.0,2022-11-04 10:14:49.173067
36,730,3.5,2022-11-04 10:14:49.173067
36,1177,1.0,2022-11-04 10:14:49.173067
36,379,2.5,2022-11-04 10:14:49.173067
36,693,4.5,2022-11-04 10:14:49.173067
36,145,4.0,2022-11-04 10:14:49.173067
36,429,1.0,2022-11-04 10:14:49.173067
36,1204,2.0,2022-11-04 10:14:49.173067
36,1224,1.5,2022-11-04 10:14:49.173067
36,1271,3.0,2022-11-04 10:14:49.173067
36,603,5.0,2022-11-04 10:14:49.173067
37,251,2.0,2022-11-04 10:14:49.173067
37,227,4.0,2022-11-04 10:14:49.173067
37,745,1.5,2022-11-04 10:14:49.173067
37,923,3.0,2022-11-04 10:14:49.173067
37,956,3.0,2022-11-04 10:14:49.173067
37,271,2.5,2022-11-04 10:14:49.173067
37,239,3.5,2022-11-04 10:14:49.173067
37,105,2.5,2022-11-04 10:14:49.173067
37,451,4.5,2022-11-04 10:14:49.173067
37,1289,2.0,2022-11-04 10:14:49.173067
37,403,1.0,2022-11-04 10:14:49.173067
37,440,3.5,2022-11-04 10:14:49.173067
37,234,3.0,2022-11-04 10:14:49.173067
37,608,3.5,2022-11-04 10:14:49.173067
38,639,4.0,2022-11-04 10:14:49.173067
38,590,3.0,2022-11-04 10:14:49.173067
38,446,5.0,2022-11-04 10:14:49.173067
38,906,2.5,2022-11-04 10:14:49.173067
38,1192,1.0,2022-11-04 10:14:49.173067
38,769,2.5,2022-11-04 10:14:49.173067
38,1357,3.5,2022-11-04 10:14:49.173067
38,314,4.0,2022-11-04 10:14:49.173067
38,19,4.5,2022-11-04 10:14:49.173067
38,1202,4.5,2022-11-04 10:14:49.173067
38,486,4.0,2022-11-04 10:14:49.173067
38,65,5.0,2022-11-04 10:14:49.173067
38,965,2.5,2022-11-04 10:14:49.173067
38,879,3.5,2022-11-04 10:14:49.173067
38,757,4.0,2022-11-04 10:14:49.173067
38,977,4.0,2022-11-04 10:14:49.173067
38,22,4.0,2022-11-04 10:14:49.173067
38,967,5.0,2022-11-04 10:14:49.173067
38,939,2.5,2022-11-04 10:14:49.173067
39,911,3.5,2022-11-04 10:14:49.173067
39,1385,4.5,2022-11-04 10:14:49.173067
39,1129,4.5,2022-11-04 10:14:49.173067
39,403,3.5,2022-11-04 10:14:49.173067
39,338,5.0,2022-11-04 10:14:49.173067
